TranscriptionId	Channels	Channel	StartTime	EndTime	SegmentDuration	Transcription	RecordingId	Domain	Duration	SampleRate	BitDepth	RelativeFileName	LeftChannelSpeakerId	LeftChannelNative	LeftChannelRole	LeftChannelSpeakerAge	LeftChannelSpeakerGender	LeftChannelSpeakerLivingCountry	LeftChannelSpeakerAccent	RightChannelSpeakerId	RightChannelNative	RightChannelRole	RightChannelSpeakerAge	RightChannelSpeakerGender	RightChannelSpeakerLivingCountry	RightChannelSpeakerAccent
328659	2	1	0:00:00.000	0:00:05.735	00:00:5.735	Maraming salamat sa pag tawag sa "Bangko ng Makati" ako po si "Teresita" ano pong pwedeng maitulong ko sa inyo	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328660	2	2	0:00:05.571	0:00:11.595	00:00:6.024	"Teresita" [filler/] may tanong lang ako tungkol sa perang nalikom ko para sa kawang-gawa	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328661	2	1	0:00:11.363	0:00:25.155	00:00:13.792	[filler/] Ganun ho ba sige ho [filler/] susubukan ko po kayong tulungan tungkol dyan [filler/] marami [filler/] maaari ko po bang ma-tanong muna kung may [eng_start/] account [eng_end/] na po ba kayo sa bangko	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328662	2	2	0:00:22.216	0:00:25.378	00:00:3.162	Oo meron naman na akong [eng_start/] account [eng_end/] sa inyong bangko	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328663	2	1	0:00:25.155	0:00:37.140	00:00:11.985	[filler/] Ganun ho ba pe- maaari ko po bang mahingi ang buo ninyong pangalan maraming salamat ho maaari ko rin po bang mahingi ang numero po ng [eng_start/] "National Insurance" [eng_end/]	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328664	2	2	0:00:29.306	0:00:32.234	00:00:2.928	Ang pangalan ko ay "Doris Kelly"	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328665	2	2	0:00:37.077	0:00:42.694	00:00:5.617	Ang numero ng aking [eng_start/] "National Insurance" [eng_end/] ay [eng_start/] one three two four five six nine eight [eng_end/]	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328666	2	1	0:00:42.444	0:00:48.196	00:00:5.752	Maraming salamat ho [n_s/] Maaari niyo rin po bang pakiberipika sa akin ang petsa ng inyong kapanganakan	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328667	2	2	0:00:48.015	0:00:53.807	00:00:5.792	Ang petsa ng aking kapanganakan ay [eng_start/] "January" twenty-seven nineteen eighty-six [eng_end/]	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328668	2	1	0:00:53.849	0:01:07.385	00:00:13.536	Maraming salamat po sa pag-beberepika ng inyong [eng_start/] account [eng_end/] ngayon ho pwede ko po bang malaman kung ano po ba yung partikular na kailangan niyo pong detalye tungkol nga po dun sa organisasyong kawanggawa na gusto niyong [filler/] mang- [filler/] hiling	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328669	2	2	0:01:07.317	0:01:18.921	00:00:11.604	[filler/] Masyado kasing maraming pera ang na-donate noong [eng_start/] charity run [eng_end/] itatanong ko lang sana kung maaari ko bang ilagay yun sa [eng_start/] bank account [eng_end/] nang walang anumang problema	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
328670	2	1	0:01:18.700	0:01:36.636	00:00:17.936	[filler/] Maitanong ko lang ho ba [filler/] bahagi po ba ito ng [eng_start/] foundation charity [eng_end/] [filler/] naging bahagi rin po ba ito ng [eng_start/] "Chamber of Commerce Foundation" [eng_end/] naku mabuti naman po [filler/] maitanong ko lang din ho magkano po ba yung perang nalikom niyo	12a95507-8727-497f-a599-a65d12c3ba42	banking	00:03:12.192001342773438	8000	16	Audio/12a95507-8727-497f-a599-a65d12c3ba42.wav	E1EBF390-D319-46CE-96D2-1CEBC0F7396C	True	agent	33	Female	Philippines	National Capital Region (Metro Manila)	6106C194-2F98-4C04-B0DC-666E2B3D10B9	True	customer	28	Female	Philippines	Cavite
